SOUNDS/en;tohigh.wav;tro alta!
SOUNDS/en;tolow.wav;tro malalta!
SOUNDS/en;lowbat.wav;senŝarga baterio
SOUNDS/en;crowon.wav;birdobremso aktivigita
SOUNDS/en;crowof.wav;birdobremso malaktivigita
SOUNDS/en;siglow.wav;malalta radiosignalo
SOUNDS/en;sigcrt.wav;kriza radiosignalo
SOUNDS/en;lq.wav;Lo Kuo
SOUNDS/en;rfmode.wav;radiofrekvenca reĝimo
SOUNDS/en;spdmod.wav;altrapida reĝimo
SOUNDS/en;thmmod.wav;termika reĝimo
SOUNDS/en;nrmmod.wav;normala reĝimo
SOUNDS/en;lnding.wav;alteriĝa reĝimo
SOUNDS/en;acro.wav;akrobata reĝimo
SOUNDS/en;fm-1.wav;flugreĝimo unu
SOUNDS/en;fm-2.wav;flugreĝimo du
SOUNDS/en;fm-3.wav;flugreĝimo tri
SOUNDS/en;fm-4.wav;flugreĝimo kvar
SOUNDS/en;fm-5.wav;flugreĝimo kvin
SOUNDS/en;fm-6.wav;flugreĝimo ses
SOUNDS/en;fm-7.wav;flugreĝimo sep
SOUNDS/en;fm-8.wav;flugreĝimo ok
SOUNDS/en;vrion.wav;variometro aktivigita
SOUNDS/en;vrioff.wav;variometro malaktivigita
SOUNDS/en;fm-pwr.wav;flugreĝimo potenco
SOUNDS/en;fm-lnd.wav;flugreĝimo alteriĝo
SOUNDS/en;fm-flt.wav;flugreĝimo gliso
SOUNDS/en;fm-spd.wav;flugreĝimo rapideco
SOUNDS/en;fm-fst.wav;flugreĝimo rapida
SOUNDS/en;fm-nrm.wav;flugreĝimo normala
SOUNDS/en;fm-crs.wav;flugreĝimo krozado
SOUNDS/en;fm-acr.wav;flugreĝimo akrobata
SOUNDS/en;fm-rce.wav;flugreĝimo konkurso
SOUNDS/en;fm-lch.wav;flugreĝimo ekflugo
SOUNDS/en;fm-png.wav;flugreĝimo resalto
SOUNDS/en;fm-thm.wav;flugreĝimo termika
SOUNDS/en;fm-thl.wav;flugreĝimo termika live
SOUNDS/en;fm-thr.wav;flugreĝimo termika dekstre
SOUNDS/en;fm-stb.wav;flugreĝimo stabiligita
SOUNDS/en;fm-hor.wav;flugreĝimo horizonta
SOUNDS/en;fm-ang.wav;flugreĝimo angula
SOUNDS/en;airmon.wav;aera reĝimo aktivigita
SOUNDS/en;airmof.wav;aera reĝimo malaktivigita
SOUNDS/en;ratlow.wav;malalta angulrapido
SOUNDS/en;ratmed.wav;meza angulrapido
SOUNDS/en;rathi.wav;alta angulrapido
